"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,239747,CME ,00,239 ,   22789,    2813,       0,       0,    1465,       0,       0,    5123,   12004,     293,    1060,     452,       0,   10754,   12749,   12035,   10040,    4623,     587,       0,       0,    -293,       0,       0,    4592,    4407,      23,     237,     222,       0,    5146,    4652,    -523,     -29,  100.0,   12.3,    0.0,    0.0,    6.4,    0.0,    0.0,   22.5,   52.7,    1.3,    4.7,    2.0,    0.0,   47.2,   55.9,   52.8,   44.1,     24,.,      0,      0,      5,      0,      0,.,      9,.,.,.,      0,     16,     11,    33.8,    34.3,    40.7,    52.9,    33.8,    33.8,    40.7,    51.6,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,240741,CME ,00,240 ,   10889,       0,    4669,       0,    7099,     230,      38,     807,    2709,       0,     640,     987,       0,    8584,    8633,    2305,    2256,     509,       0,     216,       0,     297,      -2,      33,     -44,    -129,       0,      35,      62,       0,     321,     180,     188,     329,  100.0,    0.0,   42.9,    0.0,   65.2,    2.1,    0.3,    7.4,   24.9,    0.0,    5.9,    9.1,    0.0,   78.8,   79.3,   21.2,   20.7,     23,      0,      4,      0,      9,.,.,.,.,      0,.,.,      0,     13,     12,    56.2,    59.3,    68.2,    74.8,    56.2,    59.3,    68.1,    74.8,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,240741,CME ,00,240 ,   10380,       0,    4453,       0,    6802,     232,       5,     851,    2838,       0,     605,     925,       0,    8263,    8453,    2117,    1927,     282,       0,     297,       0,    -315,       8,       1,     551,    -141,       0,     165,      13,       0,     402,     178,    -120,     104,  100.0,    0.0,   42.9,    0.0,   65.5,    2.2,    0.0,    8.2,   27.3,    0.0,    5.8,    8.9,    0.0,   79.6,   81.4,   20.4,   18.6,     21,      0,.,      0,      8,.,.,.,.,      0,.,.,      0,     12,     10,    58.6,    65.9,    71.3,    79.3,    58.6,    65.9,    71.3,    79.3,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,240741,CME ,00,240 ,   10098,       0,    4156,       0,    7117,     224,       4,     300,    2979,       0,     440,     912,       0,    7861,    8275,    2237,    1823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,   41.2,    0.0,   70.5,    2.2,    0.0,    3.0,   29.5,    0.0,    4.4,    9.0,    0.0,   77.8,   81.9,   22.2,   18.1,     20,      0,.,      0,      8,.,.,.,      4,      0,.,.,      0,     10,     11,    59.6,    61.2,    73.3,    77.4,    59.6,    61.2,    73.3,    77.4,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,240743,CME ,00,240 ,   36531,    9481,    3604,     221,    9605,    1267,    1012,    6798,    4521,      91,    2251,     293,       0,   29459,   11009,    7072,   25522,   -1990,    -124,    -227,    -103,    -377,       0,     218,    -828,    -394,      87,     -94,       0,       0,   -1221,    -419,    -769,   -1571,  100.0,   26.0,    9.9,    0.6,   26.3,    3.5,    2.8,   18.6,   12.4,    0.2,    6.2,    0.8,    0.0,   80.6,   30.1,   19.4,   69.9,     45,      9,      4,.,     11,.,.,      8,      8,.,.,.,      0,     33,     18,    35.6,    14.8,    47.6,    23.0,    33.4,    14.2,    45.3,    21.5,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,240743,CME ,00,240 ,   38521,    9605,    3831,     324,    9982,    1267,     794,    7626,    4915,       4,    2345,     293,       0,   30680,   11428,    7841,   27093,     182,    2585,     884,     116,   -1705,      79,      -2,   -1010,   -1423,     -13,    -231,       0,       0,    -260,    -359,     442,     541,  100.0,   24.9,    9.9,    0.8,   25.9,    3.3,    2.1,   19.8,   12.8,    0.0,    6.1,    0.8,    0.0,   79.6,   29.7,   20.4,   70.3,     46,      9,      4,.,     11,.,.,      8,      8,.,      4,.,      0,     34,     17,    35.7,    16.0,    50.6,    23.5,    33.7,    15.5,    48.5,    21.9,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,240743,CME ,00,240 ,   38339,    7020,    2947,     208,   11687,    1188,     796,    8636,    6338,      17,    2576,     293,       0,   30940,   11787,    7399,   26552,    1092,    -927,    -234,       0,    1659,    -368,     -34,    -875,    1951,      17,     606,       0,       0,     446,    1332,     646,    -240,  100.0,   18.3,    7.7,    0.5,   30.5,    3.1,    2.1,   22.5,   16.5,    0.0,    6.7,    0.8,    0.0,   80.7,   30.7,   19.3,   69.3,     48,      7,.,.,     11,.,.,     10,     11,.,      4,.,      0,     34,     20,    34.9,    13.7,    50.6,    22.6,    32.9,    13.5,    48.5,    21.7,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",250121,2025-01-21,244041,ICUS,01,244 ,  435402,   38985,  234294,     893,  302470,   74857,   42253,   25091,   37234,    1261,   12292,   35745,     965,  424210,  427502,   11192,    7900,    -203,   -1615,   -2406,    -201,    3174,   -2443,    -999,    -295,    2591,     235,   -1029,    2695,       0,    -730,    -528,     527,     325,  100.0,    9.0,   53.8,    0.2,   69.5,   17.2,    9.7,    5.8,    8.6,    0.3,    2.8,    8.2,    0.2,   97.4,   98.2,    2.6,    1.8,    186,     10,     15,      4,     73,     40,     38,     19,     20,     10,      6,.,.,    131,    108,    25.4,    32.2,    40.1,    52.2,    22.6,    32.2,    34.8,    52.1,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",250114,2025-01-14,244041,ICUS,01,244 ,  435605,   40600,  236700,    1094,  299296,   77300,   43252,   25386,   34643,    1026,   13321,   33050,     965,  424940,  428030,   10665,    7575,   -1837,    -596,   -6243,     -88,   -1341,    2022,     157,   -1698,    2497,     511,     265,     135,       0,   -2790,   -1009,     953,    -828,  100.0,    9.3,   54.3,    0.3,   68.7,   17.7,    9.9,    5.8,    8.0,    0.2,    3.1,    7.6,    0.2,   97.6,   98.3,    2.4,    1.7,    189,     13,     13,      4,     73,     41,     37,     20,     19,      7,      7,.,.,    136,    102,    25.6,    31.3,    39.9,    51.9,    22.5,    31.2,    34.2,    51.7,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",250107,2025-01-07,244041,ICUS,01,244 ,  437442,   41196,  242943,    1182,  300637,   75278,   43095,   27084,   32146,     515,   13056,   32915,     965,  427730,  429039,    9712,    8403,   -3173,    2185,   -3883,     120,  -10732,    1432,    3928,    2080,   -1595,    -134,    -163,   -2404,       0,   -2716,   -2536,    -457,    -637,  100.0,    9.4,   55.5,    0.3,   68.7,   17.2,    9.9,    6.2,    7.3,    0.1,    3.0,    7.5,    0.2,   97.8,   98.1,    2.2,    1.9,    188,     12,     13,      4,     74,     39,     37,     20,     18,      8,      8,      4,.,    136,    102,    26.4,    32.1,    40.8,    53.9,    22.7,    32.0,    35.2,    53.7,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",250121,2025-01-21,244042,ICUS,01,244 , 1088549,   71498,  569251,   30488,  660837,  224839,   94263,  114717,   96709,   10264,   76073,   44543,    4026, 1062166, 1074383,   26383,   14166,   -4312,    -347,  -20084,   -1720,  -10809,   11337,     847,    5731,   -3105,     851,    1600,    8574,      17,   -3830,   -3283,    -482,   -1029,  100.0,    6.6,   52.3,    2.8,   60.7,   20.7,    8.7,   10.5,    8.9,    0.9,    7.0,    4.1,    0.4,   97.6,   98.7,    2.4,    1.3,    377,     24,     14,      8,    148,     61,     67,     57,     38,     21,     25,     10,      6,    294,    185,    18.2,    39.0,    27.7,    55.1,    17.4,    37.6,    25.4,    53.6,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",250114,2025-01-14,244042,ICUS,01,244 , 1092861,   71845,  589335,   32208,  671646,  213502,   93416,  108986,   99814,    9413,   74473,   35969,    4009, 1065996, 1077666,   26865,   15195,    9166,    2145,  -50554,   10509,    4853,   27167,    2772,  -12513,   17171,    1616,     412,     103,     -13,    9781,    8771,    -615,     395,  100.0,    6.6,   53.9,    2.9,   61.5,   19.5,    8.5,   10.0,    9.1,    0.9,    6.8,    3.3,    0.4,   97.5,   98.6,    2.5,    1.4,    374,     25,     15,      8,    146,     59,     66,     55,     38,     18,     25,     11,      6,    290,    182,    18.1,    40.1,    28.2,    56.4,    17.1,    38.5,    25.4,    54.8,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",250107,2025-01-07,244042,ICUS,01,244 , 1083695,   69700,  639889,   21699,  666793,  186335,   90644,  121499,   82643,    7797,   74061,   35866,    4022, 1056215, 1068895,   27480,   14800,   26328,    3630,  -11237,    1443,  -11965,   15169,    8146,   11473,    8181,     -69,   16269,    4863,     140,   29067,   26636,   -2739,    -308,  100.0,    6.4,   59.0,    2.0,   61.5,   17.2,    8.4,   11.2,    7.6,    0.7,    6.8,    3.3,    0.4,   97.5,   98.6,    2.5,    1.4,    375,     27,     15,      7,    152,     56,     67,     56,     34,     22,     25,     10,      6,    299,    178,    18.8,    42.1,    28.0,    59.1,    17.8,    41.4,    25.5,    58.4,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,33874A,CME ,00,138 ,   45448,    4423,   17140,      37,   25837,   19158,    2790,    2506,     945,      20,    1020,     257,       0,   36633,   40347,    8815,    5101,     199,    -185,    -225,       1,     405,    -637,     165,     -88,     241,      20,       0,     257,       0,     318,    -178,    -119,     377,  100.0,    9.7,   37.7,    0.1,   56.8,   42.2,    6.1,    5.5,    2.1,    0.0,    2.2,    0.6,    0.0,   80.6,   88.8,   19.4,   11.2,     77,      5,      9,.,     36,     13,     10,      8,.,.,.,.,      0,     57,     32,    22.6,    35.9,    31.6,    55.5,    22.5,    35.7,    31.3,    55.2,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,33874A,CME ,00,138 ,   45249,    4608,   17365,      36,   25432,   19795,    2625,    2594,     704,       0,    1020,       0,       0,   36315,   40525,    8934,    4724,   -1866,      56,   -1974,      -1,   -2522,    -212,     197,    -121,    -246,     -42,     410,       0,       0,   -2023,   -2278,     157,     412,  100.0,   10.2,   38.4,    0.1,   56.2,   43.7,    5.8,    5.7,    1.6,    0.0,    2.3,    0.0,    0.0,   80.3,   89.6,   19.7,   10.4,     73,      5,      9,.,     36,     12,     10,      7,.,      0,.,      0,      0,     55,     29,    22.7,    36.8,    32.1,    57.0,    22.5,    36.6,    31.4,    56.7,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,33874A,CME ,00,138 ,   47115,    4552,   19339,      37,   27954,   20007,    2428,    2715,     950,      42,     610,       0,       0,   38338,   42803,    8777,    4312,   -3115,    -512,   -2429,      -5,   -3002,     123,     181,     254,     -75,     -12,      45,       0,       0,   -3051,   -2217,     -64,    -898,  100.0,    9.7,   41.0,    0.1,   59.3,   42.5,    5.2,    5.8,    2.0,    0.1,    1.3,    0.0,    0.0,   81.4,   90.8,   18.6,    9.2,     77,      5,      9,.,     38,     13,     10,      8,.,.,.,      0,      0,     57,     33,    23.4,    38.3,    33.2,    58.9,    23.1,    38.1,    32.7,    58.6,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,43874A,CME ,00,438 ,  240542,   22453,  173600,   13160,   84598,       0,    3178,   91305,   28246,   12282,   10534,    9242,       0,  237510,  239708,    3032,     834,    2719,     267,    1014,     281,      50,       0,       0,     947,     299,    1054,     419,       0,       0,    3018,    2648,    -299,      71,  100.0,    9.3,   72.2,    5.5,   35.2,    0.0,    1.3,   38.0,   11.7,    5.1,    4.4,    3.8,    0.0,   98.7,   99.7,    1.3,    0.3,     79,     11,     15,     13,     13,      0,.,     28,      4,     10,      4,.,      0,     65,     39,    34.2,    59.5,    49.3,    77.1,    31.2,    58.9,    45.9,    76.1,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,43874A,CME ,00,438 ,  237823,   22186,  172586,   12879,   84548,       0,    3178,   90358,   27947,   11228,   10115,    9242,       0,  234492,  237060,    3331,     763,    4600,    1188,    3241,     237,    1063,       0,       0,    1354,      59,    1039,    -166,       0,       0,    4715,    4576,    -115,      24,  100.0,    9.3,   72.6,    5.4,   35.6,    0.0,    1.3,   38.0,   11.8,    4.7,    4.3,    3.9,    0.0,   98.6,   99.7,    1.4,    0.3,     76,     12,     14,     12,     13,      0,.,     25,      4,     10,      4,.,      0,     62,     38,    34.6,    59.8,    50.0,    77.7,    32.3,    59.3,    46.9,    76.6,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,43874A,CME ,00,438 ,  233223,   20998,  169345,   12642,   83485,       0,    3178,   89004,   27888,   10189,   10281,    9242,       0,  229777,  232484,    3446,     739,     535,     300,    -553,     186,    1042,       0,       0,   -1399,    -349,     860,    -570,     153,       0,     419,     297,     116,     238,  100.0,    9.0,   72.6,    5.4,   35.8,    0.0,    1.4,   38.2,   12.0,    4.4,    4.4,    4.0,    0.0,   98.5,   99.7,    1.5,    0.3,     74,     12,     14,     12,     13,      0,.,     25,.,      9,      4,.,      0,     61,     36,    35.2,    59.8,    50.5,    78.0,    32.7,    59.3,    47.5,    76.8,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,43874Q,CME ,00,438 ,   35790,    3064,   19312,    1509,    4200,       0,       0,   25369,   13781,    1188,     460,       0,       0,   35790,   35790,       0,       0,    3306,    -300,    2600,     350,       0,       0,       0,    3051,     411,     -55,     260,       0,       0,    3306,    3306,       0,       0,  100.0,    8.6,   54.0,    4.2,   11.7,    0.0,    0.0,   70.9,   38.5,    3.3,    1.3,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,     24,.,      9,      4,.,      0,      0,.,      7,      4,.,      0,      0,     14,     18,    83.6,    70.2,    96.8,    89.2,    82.6,    70.0,    92.5,    89.0,"(S&P 500 QUARTERLY DIVIDEND INDEX X $1000)","43874Q","CME ","438 ","F20","FutOnly"
"S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,43874Q,CME ,00,438 ,   32484,    3364,   16712,    1159,    4200,       0,       0,   22318,   13370,    1243,     200,       0,       0,   32484,   32484,       0,       0,    2523,     104,    1427,     419,       0,       0,       0,    1263,     140,     537,     200,       0,       0,    2523,    2523,       0,       0,  100.0,   10.4,   51.4,    3.6,   12.9,    0.0,    0.0,   68.7,   41.2,    3.8,    0.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,     24,      4,      8,      4,.,      0,      0,      4,      6,      4,.,      0,      0,     14,     18,    82.2,    75.3,    96.8,    91.9,    80.5,    75.1,    91.7,    90.7,"(S&P 500 QUARTERLY DIVIDEND INDEX X $1000)","43874Q","CME ","438 ","F20","FutOnly"
"S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,43874Q,CME ,00,438 ,   29961,    3260,   15285,     740,    4200,       0,       0,   21055,   13230,     706,       0,       0,       0,   29961,   29961,       0,       0,     632,    -250,     345,     217,       0,       0,       0,     630,      35,      35,       0,       0,       0,     632,     632,       0,       0,  100.0,   10.9,   51.0,    2.5,   14.0,    0.0,    0.0,   70.3,   44.2,    2.4,    0.0,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,     22,      4,      8,      4,.,      0,      0,      4,      5,      4,      0,      0,      0,     14,     16,    82.5,    76.9,    96.8,    94.9,    82.5,    76.7,    94.8,    93.3,"(S&P 500 QUARTERLY DIVIDEND INDEX X $1000)","43874Q","CME ","438 ","F20","FutOnly"
"UST BOND - CHICAGO BOARD OF TRADE",250121,2025-01-21,020601,CBT ,00,020 , 1923062,   29170,  163787,    5884, 1016184,  496044,  219943,  338455,  767818,   22110,   76047,   98450,     426, 1708219, 1774462,  214843,  148600,  -17655,    4302,   15552,    -720,  -18094,   11045,    1197,    1505,  -26942,   -1444,   -4498,   -6977,     -83,  -17835,   -8372,     180,   -9283,  100.0,    1.5,    8.5,    0.3,   52.8,   25.8,   11.4,   17.6,   39.9,    1.1,    4.0,    5.1,    0.0,   88.8,   92.3,   11.2,    7.7,    242,     12,     20,      7,     83,     36,     68,     24,     41,     23,     12,     13,      4,    173,    171,    28.9,    30.7,    40.5,    43.9,    26.7,    29.1,    38.0,    41.8,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 ","F30","FutOnly"
"UST BOND - CHICAGO BOARD OF TRADE",250114,2025-01-14,020601,CBT ,00,020 , 1940717,   24868,  148235,    6604, 1034278,  484999,  218746,  336950,  794760,   23554,   80545,  105427,     509, 1726054, 1782834,  214663,  157883,   13301,   -7662,  -12656,    2711,    9776,    6227,    2244,    8381,   11627,   -3711,   -1478,    2992,     285,   10546,    9719,    2755,    3582,  100.0,    1.3,    7.6,    0.3,   53.3,   25.0,   11.3,   17.4,   41.0,    1.2,    4.2,    5.4,    0.0,   88.9,   91.9,   11.1,    8.1,    236,      9,     20,      4,     82,     35,     63,     25,     39,     21,     14,     12,      4,    163,    165,    28.5,    30.3,    40.0,    43.3,    26.3,    28.7,    37.6,    41.6,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 ","F30","FutOnly"
"UST BOND - CHICAGO BOARD OF TRADE",250107,2025-01-07,020601,CBT ,00,020 , 1927416,   32530,  160891,    3893, 1024502,  478772,  216502,  328569,  783133,   27265,   82023,  102435,     224, 1715508, 1773115,  211908,  154301,   12592,    2704,  -13769,    -784,  -16414,   26072,     926,   18196,  -14265,    1985,   -3952,    5608,       2,    2663,    5775,    9929,    6817,  100.0,    1.7,    8.3,    0.2,   53.2,   24.8,   11.2,   17.0,   40.6,    1.4,    4.3,    5.3,    0.0,   89.0,   92.0,   11.0,    8.0,    236,     11,     21,      5,     83,     30,     60,     25,     40,     23,     13,     13,.,    163,    163,    27.8,    31.7,    39.5,    43.9,    26.1,    30.0,    36.9,    42.1,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 ","F30","FutOnly"
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",250121,2025-01-21,020604,CBT ,00,020 , 1793292,    8862,  104067,    5355, 1114506,  428062,  325820,   92415,  617518,   19857,   46826,  113606,    3653, 1617294, 1617938,  175998,  175354,   -7046,   -1263,   16242,    -721,  -12867,  -16576,    3977,   -2392,   -3938,    1952,     783,   -2918,    1005,   -9526,    -977,    2480,   -6069,  100.0,    0.5,    5.8,    0.3,   62.1,   23.9,   18.2,    5.2,   34.4,    1.1,    2.6,    6.3,    0.2,   90.2,   90.2,    9.8,    9.8,    181,.,     10,.,     80,     36,     61,     12,     24,      9,      8,      9,      4,    134,    124,    26.3,    39.7,    40.8,    49.6,    23.0,    37.0,    32.6,    44.7,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 ","F30","FutOnly"
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",250114,2025-01-14,020604,CBT ,00,020 , 1800338,   10125,   87825,    6076, 1127373,  444638,  321843,   94807,  621456,   17905,   46043,  116524,    2648, 1626820, 1618915,  173518,  181423,   26181,    2714,  -21882,    3140,    8048,   20830,    3018,    9726,   18574,     357,    2027,    1372,     683,   29713,   26092,   -3532,      89,  100.0,    0.6,    4.9,    0.3,   62.6,   24.7,   17.9,    5.3,   34.5,    1.0,    2.6,    6.5,    0.1,   90.4,   89.9,    9.6,   10.1,    182,.,      9,.,     79,     39,     60,     13,     24,      9,      7,      9,      4,    133,    125,    26.3,    39.2,    40.9,    49.3,    23.2,    36.8,    32.8,    44.4,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 ","F30","FutOnly"
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",250107,2025-01-07,020604,CBT ,00,020 , 1774157,    7411,  109707,    2936, 1119325,  423808,  318825,   85081,  602882,   17548,   44016,  115152,    1965, 1597107, 1592823,  177050,  181334,    8196,      -4,   10868,     174,   -9454,   -6646,    4795,    7989,   -4046,   11036,   -1998,    -342,       0,   12538,   15839,   -4342,   -7643,  100.0,    0.4,    6.2,    0.2,   63.1,   23.9,   18.0,    4.8,   34.0,    1.0,    2.5,    6.5,    0.1,   90.0,   89.8,   10.0,   10.2,    183,.,     12,.,     79,     39,     62,     14,     23,     12,      7,      8,.,    133,    129,    26.1,    38.2,    40.7,    49.0,    22.7,    36.4,    32.6,    44.2,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 ","F30","FutOnly"
"UST 2Y NOTE - CHICAGO BOARD OF TRADE",250121,2025-01-21,042601,CBT ,00,042 , 4155652,  144411,  378262,   13586, 2317912,  327759,  418398,  394931, 2515720,  187337,  393897,  168884,   25016, 3895488, 4034962,  260164,  120690, -147059,   21925,  -13388,   -2652, -101830,   17215,   47510,  -18643, -143796,  -41324,  -61999,    6146,    2497, -154516, -127792,    7457,  -19267,  100.0,    3.5,    9.1,    0.3,   55.8,    7.9,   10.1,    9.5,   60.5,    4.5,    9.5,    4.1,    0.6,   93.7,   97.1,    6.3,    2.9,    447,     35,     27,     10,    171,     32,     83,     61,     55,     47,     46,     20,      8,    356,    239,    18.1,    30.1,    26.7,    44.9,    14.9,    30.0,    22.2,    43.8,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 ","F30","FutOnly"
"UST 2Y NOTE - CHICAGO BOARD OF TRADE",250114,2025-01-14,042601,CBT ,00,042 , 4302711,  122486,  391650,   16238, 2419742,  310544,  370888,  413574, 2659516,  228661,  455896,  162738,   22519, 4050004, 4162754,  252707,  139957,   27338,  -26888,    5332,    3974,   42880,  -47435,   14890,   28001,   46271,  -30569,   -7940,    2419,    5244,   29592,     126,   -2254,   27212,  100.0,    2.8,    9.1,    0.4,   56.2,    7.2,    8.6,    9.6,   61.8,    5.3,   10.6,    3.8,    0.5,   94.1,   96.7,    5.9,    3.3,    451,     36,     27,     10,    166,     35,     84,     59,     60,     44,     52,     16,      7,    360,    236,    19.5,    31.0,    27.5,    45.3,    17.2,    31.0,    23.9,    43.5,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 ","F30","FutOnly"
"UST 2Y NOTE - CHICAGO BOARD OF TRADE",250107,2025-01-07,042601,CBT ,00,042 , 4275373,  149374,  386318,   12264, 2376862,  357979,  355998,  385573, 2613245,  259230,  463836,  160319,   17275, 4020412, 4162628,  254961,  112745,  -13565,    3099,   34472,    3053,  -70841,    9037,    7931,    1001,  -79431,   16607,   20882,   -4971,     120,  -18148,  -13182,    4583,    -383,  100.0,    3.5,    9.0,    0.3,   55.6,    8.4,    8.3,    9.0,   61.1,    6.1,   10.8,    3.7,    0.4,   94.0,   97.4,    6.0,    2.6,    462,     41,     27,      9,    166,     36,     86,     62,     60,     44,     55,     15,      7,    370,    238,    18.8,    31.3,    27.3,    45.6,    16.8,    31.3,    22.7,    43.9,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 ","F30","FutOnly"
